Gender,Data,Month,L,M,S,SD,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,Height(cm)
Girl,muac,31,-0.1733,15.3779,0.0824,0,12.1,13.1,14.2,15.4,16.7,18.2,19.8,0
Girl,muac,32,-0.1733,15.4351,0.08265,0,12.1,13.1,14.2,15.4,16.8,18.3,19.9,0
Girl,muac,33,-0.1733,15.4895,0.08292,0,12.1,13.2,14.3,15.5,16.8,18.3,20,0
Girl,muac,34,-0.1733,15.5423,0.0832,0,12.2,13.2,14.3,15.5,16.9,18.4,20.1,0
Girl,muac,35,-0.1733,15.5941,0.08351,0,12.2,13.2,14.4,15.6,17,18.5,20.1,0
Girl,muac,36,-0.1733,15.6456,0.08383,0,12.2,13.3,14.4,15.6,17,18.5,20.2,0
Girl,muac,37,-0.1733,15.6969,0.08416,0,12.3,13.3,14.4,15.7,17.1,18.6,20.3,0
Girl,muac,38,-0.1733,15.7483,0.08451,0,12.3,13.3,14.5,15.7,17.1,18.7,20.4,0
Girl,muac,39,-0.1733,15.7997,0.08487,0,12.3,13.4,14.5,15.8,17.2,18.8,20.5,0
Girl,muac,40,-0.1733,15.8509,0.08525,0,12.3,13.4,14.6,15.9,17.3,18.8,20.6,0
Girl,muac,41,-0.1733,15.9016,0.08563,0,12.4,13.4,14.6,15.9,17.3,18.9,20.7,0
Girl,muac,42,-0.1733,15.9518,0.08602,0,12.4,13.5,14.6,16,17.4,19,20.8,0
Girl,muac,43,-0.1733,16.0016,0.08642,0,12.4,13.5,14.7,16,17.5,19.1,20.9,0
Girl,muac,44,-0.1733,16.0509,0.08683,0,12.4,13.5,14.7,16.1,17.5,19.1,21,0
Girl,muac,45,-0.1733,16.1001,0.08723,0,12.5,13.6,14.8,16.1,17.6,19.2,21,0
Girl,muac,46,-0.1733,16.1491,0.08765,0,12.5,13.6,14.8,16.1,17.6,19.3,21.1,0
Girl,muac,47,-0.1733,16.1983,0.08806,0,12.5,13.6,14.8,16.2,17.7,19.4,21.2,0
Girl,muac,48,-0.1733,16.2477,0.08848,0,12.5,13.6,14.9,16.2,17.8,19.4,21.3,0
Girl,muac,49,-0.1733,16.2974,0.0889,0,12.6,13.7,14.9,16.3,17.8,19.5,21.4,0
Girl,muac,50,-0.1733,16.3475,0.08932,0,12.6,13.7,15,16.3,17.9,19.6,21.5,0
Girl,muac,51,-0.1733,16.3981,0.08974,0,12.6,13.7,15,16.4,18,19.7,21.6,0
Girl,muac,52,-0.1733,16.449,0.09016,0,12.6,13.8,15,16.4,18,19.8,21.7,0
Girl,muac,53,-0.1733,16.5001,0.09057,0,12.7,13.8,15.1,16.5,18.1,19.8,21.8,0
Girl,muac,54,-0.1733,16.5514,0.09099,0,12.7,13.8,15.1,16.6,18.1,19.9,21.9,0
Girl,muac,55,-0.1733,16.6026,0.0914,0,12.7,13.9,15.2,16.6,18.2,20,22,0
Girl,muac,56,-0.1733,16.6534,0.09181,0,12.7,13.9,15.2,16.7,18.3,20.1,22.1,0
Girl,muac,57,-0.1733,16.7039,0.09221,0,12.7,13.9,15.2,16.7,18.3,20.1,22.2,0
Girl,muac,58,-0.1733,16.7539,0.09262,0,12.8,14,15.3,16.8,18.4,20.2,22.3,0
Girl,muac,59,-0.1733,16.8034,0.09301,0,12.8,14,15.3,16.8,18.5,20.3,22.4,0
Girl,muac,60,-0.1733,16.8526,0.09341,0,12.8,14,15.4,16.9,18.5,20.4,22.5,0
